id,screen_name,name,location,description,url
1092115010082557952,XRYorkshire,Extinction Rebellion Yorkshire,Yorkshire and The Humber,There is no planet B. Join us in London on Oct 7th! International Rebellion!,https://t.co/OSraaOca7E
1147291655671865344,XRStratford,🌻XR Stratford-Upon-Avon 🌻,,Official account of Stratford-Upon-Avon Extinction Rebellion. Much Ado About Something 🐝✊🏼(⧖),
1166468029196247041,XrChew,Chew Valley Extinction Rebellion,,Chew Valley Citizens of Extinction Rebellion,
1164509316491218945,SeatonRebellion,Extinction Rebellion Seaton & Axe Valley,East Devon,"Tackling the Climate and Biodiversity Emergency in East Devon and beyond. 

Email xr-seaton@protonmail.com

(a follow does not imply an endorsement)",
1161748176623325191,XRCardiffStu,Extinction Rebellion Cardiff Students,"Cardiff, Wales","Part of the international Extinction Rebellion movement to achieve climate action.
https://t.co/DcOsF9R5pn…",
1178718955269173249,StokeXr,XR Stoke,,"Fighting climate change in the city of Stoke-on-Trent! 👊🏼

We always welcome new members so DM us to get involved! 💚",
1178001041582899200,XRSuffolk_Sun,Extinction Rebellion Suffolk Sunrise,"East Suffolk, Coastal, Ipswich",We are a non violent group demanding immediate truth telling and action on the climate emergency. Before it's too late. ⏳🌍,
1170287677494702082,XREastHerts,XR East Herts,,Extinction Rebellion East Hertfordshire,
1156867964282560512,england_xr,XR_england,,⚠️This is an Emergency⚠️ 🚦It’s time to UNITE to make a change🚦#ActNow #F4F #XR #Xr_england,
1137690262963204096,XR_KingstonOn,"Extinction Rebellion Kingston, Ontario","Kingston, Ontario","XR Kingston is organized from and on traditional
Anishinaabe and Haudenosaunee Territory",https://t.co/BsOuegG056
1167480147089510401,XR_luebeck,Extinction Rebellion Luebeck,"Lübeck, Allemagne",Mit Tugendethik und zivilem Ungehorsam gegen das Aussterben der Lebensformen auf unserem Planeten und für ein lebenswertes Morgen!,
1175765028148064256,XR_Fuerth,Extinction Rebellion Fürth,Fürth,"Extinction Rebellion
Aufstand gegen das Aussterben

ab dem 7.10. #BerlinBlockieren

https://t.co/g6w4YixLbh
https://t.co/HQndREUrrr",https://t.co/HQndREUrrr
1154488441624834048,XRSouthend,Extinction Rebellion Southend,"Southend, Essex",SOUTHEND UNDER SEA - Join the #ExtinctionRebellion - xrsouthend@gmail.com,https://t.co/8FV3i5UvGS
1165320746127822854,XRebellionNancy,Extinction Rebellion Nancy 🌿,"Nancy, France",Nous sommes le groupe local de Nancy d’@XtinctionRebel . Rejoignez-nous! contact: XR-Nancy@protonmail.com,
1159779127819407361,XR_Bordeaux,Extinction Rebellion Bordeaux,"Bordeaux, France","Groupe local Bordelais 🌿
Rejoignez-nous dans la rébellion contre la destruction du vivant !",https://t.co/z1I0HhVZT3
1164658590671626241,XR_Hildesheim,XR Hildesheim,"Hildesheim, Allemagne","Extinction Rebellion Hildesheim. 
Rebellion gegen das Aussterben.
Wir rebellieren, um eine bewohnbare Erde für die nächsten Generationen zu hinterlassen.",
1141791385043046400,XR_Duisburg,Extinction Rebellion Duisburg,"Duisbourg, Allemagne","Ziviler Ungehorsam gegen Klimakrise & Artensterben.

Aufstand✊ oder Aussterben💀? #RebelForLife #Duisburg


Email: duisburg@extinctionrebellion.de",https://t.co/RcFLl7Rwnf
1163790633070465024,XR_Pforzheim,Extinction Rebellion Pforzheim,"Pforzheim, Deutschland","Eine gewaltfreie Bewegung, welche mithilfe von friedlichen Aktionen auf die bevorstehende Klimakatastrophe aufmerksam macht!",https://t.co/xbYBvaFZGb
1161265188177403904,GreifswaldXR,Greifswald Rebellion,,"#ExtinctionRebellion Ortsgruppe Greifswald. 
#RebelForLife
Wir rebellieren, weil wir das Leben lieben.",https://t.co/xbYBvaFZGb
1143583178432663552,VigoXr,XR_Vigo,,"Dende agora termina a desesperación e comeza a estratexia.

XR_Vigo@protonmail.com",
1134786991709704192,XRPontevedra,XRPontevedra,"Pontevedra, Galicia, España",Atopámonos nunha Emerxencia Climática e Ecolóxica. Sumámonos á Rebelión Civil non violenta ante a inacción dos gobernos. Contáctanos: xrpontevedra@gmail.com,
1156299828764270592,XRAntwerp,Extiction Rebellion Antwerp,"Anvers, Belgique",Extiction Rebellion Antwerp local group. #actnow and join the #rebellion,https://t.co/UMFbyyqJFz
1170250953192333312,xrpakistan,Extinction Rebellion Pakistan,Islamabad,"Non-violent Rebellion, for climate and ecological justice:",
1154359628647583745,XRHealthstudnts,Healthcare students for XR,,Healthcare students who support & wish to further Extinction Rebellion’s demands. Our vision: to treat the planet as our patient & instigate climate action.,
1170734119275380736,xrworcesterma,xrworcesterma,,"#XR in Worcester, MA US  ¡Capitalism Must Become Extinct!",
1170513889995313152,OdishaXr,XROdisha,"Bhubaneswar, Odisha, India",Extinction Rebellion Odisha - a state on East coast of India in solidarity with global movement for climate.,https://t.co/79rx2oyse1
1150033636445569024,XRNantes,XR Nantes,"Nantes, France",🐝🦎🐳 Amour et rage! 🌿🌏✊,https://t.co/SZXuW9QXxe
1145959304408772608,XRDunkerque,Extinction Rebellion Dunkerque Flandre 🌎⏳,"Dunkerque, France","#Extinction #Rebellion est un mouvement social international qui vise à susciter un changement radical, par le biais d'actions de #desobeissance civile.",https://t.co/SZXuW9QXxe
1146486293196627969,ChevryLoren,Extinction Rébellion Biarritz,,"Nous sommes Extinction Rébellion Biarritz et Pays Basque.   Rejoignez-nous!
Amour et Rage",https://t.co/z1I0HhVZT3
1151507019490385921,XRWearside,Extinction Rebellion Wearside,"Sunderland, England","Washington, Whitburn, Sunderland, Wearside... Action on #ClimateBreakdown and #EcologicalCollapse. #ThisIsNotADrill  - #RebelForLife.",
1154757777870471169,xrskiptondales,Extinction Rebellion - Skipton & the Dales,"Skipton, North Yorkshire","Extinction Rebellion Group for Skipton and the Yorkshire Dales. 

Meetings at Steep & Filter in Skipton",
1126493792205512704,RebellionWee,Wee Rebellion,,Wee Rebellion: Ecology and Climate Crisis for Families and Young People in Scotland,
1180161322631208965,october_beyond,October Rebellion - Beyond Politics,,"Helping amplify Extinction Rebellion's #BeyondPolitics demand, with XR groups from SE England.",https://t.co/kFzjPhWc96
1182007174928769025,extinct81983563,Extinction Rebellion Africa,Afrique,#ExRAfrica Parce qu il est temps d agir pour nous et surtout pour les générations futures levons ns et luttons pr l avenir certain pr les nouvelles générations,https://t.co/iihYWF1oPZ
1134411075418558464,XREducators,XR Educators,,"A group of teachers and other educators taking action in this climate and ecological crisis as part of #extinctionrebellion

https://t.co/bxpLv0Ln09…",https://t.co/UuEdfzk2Ry
1174946884064075776,XRUniversities,Extinction Rebellion Universities UK,,We rebel against our universities and government failing to teach the truth and act now on the climate and ecological emergency 🚨🥀🐝,https://t.co/opG8YS7j3r
1177604940136685568,XRPeaceUK,Extinction Rebellion Peace,,"XR Peace is a coalition of peace & justice groups, part of  ExtinctionRebellion making explicit the links between militarism & the climate emergency",
1177340839032492037,XRTheBeacon,XR The Beacon,Westminster Bridge,The Beacon will empower speakers and voices from those at risk or who are already victims of rising sea waters and extreme weather. #TheBeacon 🌎🐙💙,https://t.co/42W1YnKTSv
1169901198180139008,ScientistsX,ScientistsForXR,Earth,"Scientists for #ExtinctionRebellion.

Scientists must rise up to prevent the planetary climate, biodiversity and ecological crisis.

#UniteBehindTheScience",https://t.co/WhzmKO0lmV
1127887740048162817,xrgravesham,XR Gravesham & Dartford,"Gravesend, South East",Extinction Rebellion Gravesham and Dartford group - helping to protect the planet and all its inhabitants,
1165951097934159873,XREA15,XR UGANDA 🇺🇬,East Africa,"XR Uganda🇺🇬 
No politics,No business but Climate Change emergency @xruganda
xruganda@protonmail.com


extinctionrebellionuganda@gmail.com",
1145049355621208064,DogsOfXR,Dogs of XR,"Dogtown, ME",Dogs of the Extinction Rebellion movement. find us on insta @DogsOfXR,
1167202445199597569,xrkentcounty,xrkentcounty,Royaume-Uni,,
1174709874099462144,XRHillingdon_,Extinction Rebellion Hillingdon,"Hillingdon, London",Civil disobedience to protest inaction on the climate and ecological emergency 🚨,
1167560805132513280,xr_mty,Extinction Rebellion XR Mty,"Monterrey, México","REBELIÓN O EXTINCIÓN!! 🔥 
Monterrey, México.",https://t.co/EdRfbdOtcc
1162649186095050752,xrathlone,extinctionrebellionathlone,Athlone,"The Irish government is failing its people. We need to rise for climate action, rebel against the apathy of our government, and fight for our planet's future.",https://t.co/g5czVac58p
1154497527489662976,XRNCChapter,Extinction Rebellion North Carolina,North Carolina,Inclusive & positive movement fighting so we can keep on living on this planet. No more business as usual. We won't let us go extinct: we enter in rebellion.,https://t.co/5x8k0SgfRa
1126094261106151424,XRHSL,XR Hastings & St Leonards 🌍,"Hastings, England",Extinction Rebellion Hastings and St Leonards. Join us to demand the Government acts now on the climate and ecological emergency. #ExtinctionRebellion,https://t.co/8zOOWNnjzl
1160881166032998400,WokingXr,WokingXR,Woking,Extinction Rebellion Woking,https://t.co/MLi3zJpC2L
1180114717198733312,xr_sevenoaks,XR Sevenoaks,"Sevenoaks, South East",Local XR group 🌍,
1168186216275222529,XRDaventry,Extinction Rebellion Daventry,,"Non-violent Rebellion, against the governments of the world, for climate and ecological justice: https://t.co/YxodLBDNw5",
1176233214379212802,XRWboro,XR Wellingborough,Wellingborough,XR Wellingborough is a local community of people committed to non-violent direct action to challenge the systems of injustice that now threaten our existence.,
1176704398942199808,PuneRebellion,Extinction Rebellion Pune,,XR is an international movement that uses non-violent direct to stop the risk of human extinction. Join us.,
1126756791973400577,architectsforxr,@ArchitectsForXr,,"Architects for Extinction Rebellion is a collective who, appreciating that climate breakdown is an impending catastrophe, fully support @extinctionrebellion",
1143584095408218112,XR_WestMass,Extinction Rebellion Western Mass,,"""We refuse to bequeath a dying planet to future generations... We act in peace, with ferocious love of these lands in our hearts. We act on behalf of life.""",https://t.co/ADaGxPzcII
1176553629240778754,XR_Santiago,Extinction Rebellion Santiago,"Santiago, Chili","⚠️ Esto es una emergencia. El colapso climático y ecológico amenazan nuestra existencia ☠️#XRSantiago
https://t.co/GCW1YjW9d1",
1166428650784378882,xrybelgium,XR Youth Belgium,Belgium,The young voice of XR Belgium (@ExtinctionRebe6)! Change is coming. We are that change. Join the Rebellion. #tellthetruth #actnow #rebelforlife ❤️✊🌍,https://t.co/dxoV2WwzUg
1167687879839092737,RugbyXR,Extinction Rebellion Rugby,Rugby,Compassion,https://t.co/qL9ujCWnYD
1169980148168290304,xrvalledebravo,xrvalledebravo,,"Rebelión No Violenta Internacional, célula Valle de bravo México ✨es momento de actuar✨",
1161342034956828673,xrsandiego,XR San Diego,"San Diego, CA","The science is clear, we are in the sixth mass extinction of the earth. The government must act to protect us.",
1181197241387819008,XrDurham,"Extinction Rebellion Durham, NC USA 💚🌎🕊️","Durham, NC",We demand our leaders tell the truth regarding the climate crisis and act as if that truth is real. #internationalrebellion #everybodynow Visit https://t.co/sFKAYqpOZk to help,https://t.co/5x8k0RYEZC
1106157917579956224,KingstonXR,Kingston upon Thames #ExtinctionRebellion,Kingston upon Thames,"Non-violent direct action highlighting the #climate and ecological crises. All are welcome. We meet Thurs 7-8.30pm at Kingston Environment Centre, KT3 3PE",https://t.co/HlKn5vSWMW
1177150627706757121,XRSouthWest,XR South West Britain,"South West, UK",You say extinction | We say rebellion #ClimateJusticeNow #EverybodyNow,https://t.co/OSraaOca7E
1172102989110288385,XREaling,Extinction Rebellion Ealing,Ealing ,A diverse group of friendly #Ealing people committed to taking non-violent direct action over the current climate & ecological crisis 🌳🌍💚 #EverybodyNow #XR,
1152284017225535489,XRHarrow,Extinction Rebellion Harrow 🌍🌡⌛ ☠🌹💚🐝,"Harrow, London, UK, UFOP","Government must -
1 declare climate/ecological emergency
2 halt biodiversity loss/GHG emissions 
3 be led by Citizens’ Assembly on climate & ecological justice",https://t.co/PympZs9Icc
1141733686943125507,XRWarrington,XR Warrington,"Warrington, England","Broke but happy, poor but kind.",
1154831515790053377,xrliege,XRLiege,Liège ,"Groupe d'action locale de Extinction Rebellion à #Liege  
 #ClimateBreakdown #ExtinctionRebellion #XRBelgium #XRLiege",https://t.co/f2bdAld5qd
1150127112218652673,XHavering,XrYouthHavering,Havering,,
1156894203089231873,XR_Imperial,XR Imperial College,London,"✖️ Rebel for Life! ✖️

🌿Join the Rebellion at Imperial College London 

📫 Contact: xrimperial@gmail.com

📝 Meeting Updates Coming Soon",https://t.co/Fb5oiOQrsE
1154148697602760705,XR_Alpujarra,Extinction Ⓧ Rebellion La Alpujarra,,,
1128875769617440769,XRPittsburgh,Extinction Rebellion Pittsburgh,"Pittsburgh, PA","We are in a period of ecological devastation brought about by our own hands.

We must act now to avoid extinction.

Join the Rebellion.",https://t.co/yoLLANe4Bp
1151160538308763648,XRPtoMontt,XR Puerto Montt,"Puerto Montt, Chile","Acción directa no-violenta y desobediencia civil, frente a la abrupta crisis climática y ecológica. ⌛️ #ExtinctionRebellion #XRChile",
1139706427013029888,XRAntofagasta,XR Antofagasta,"Antofagasta, Chili","Acción directa no-violenta y desobediencia civil, frente a la abrupta crisis climática y ecológica. ⌛️
#ExtinctionRebellion #XRChile",
1124942915132747776,XRDELHI,XRDelhi,,"I am a rebellion group to protect the livelihood of citizens and our natural world, or risk losing everything we cherish. REBEL FOR LIFE",
1107227360422703107,XrHenley,XRHenley,Henley on Thames,Extinction Rebellion Henley 🐝🌍🌳 Non-violent civil disobediance to tackle the #ClimateEmergency.,https://t.co/0TQbonLT7i
1148769709690675201,MiamiRebellion,Extinction Rebellion Miami,,,
1149853983277797376,xrhereford,@XRHereford,"Hereford, England, United King",Conscientious Protectors. https://t.co/3wMIaKCcJO Peaceful Rebellion. https://t.co/YCkbkLby0d…,https://t.co/mIIJOnpGN6
1129704631490236416,xrshrewsyouth,xrshrewsburyyouth,,Official twitter account for the eXtinction Rebellion Youth group in Shrewsbury. If you’re a youth in Shrewsbury feel free to join us combating climate change.,
1151292840053477382,XrPreston,XRPreston,Preston,Extinction Rebellion Preston @ExtinctionR,https://t.co/jO5bHHTmDy
1150777155149848576,ExtinctionU,Extinction Rebellion London Universities,,A group of young folk who want the UK government to ACT NOW on the climate and ecological emergency. Let's get creatively disruptive!,
1155104454569578496,XR_Essex,Extinction Rebellion Essex,"Essex, United Kingdom",,
1152742326256750594,XRKettering,XRKettering,"Kettering, England",Extinction Rebellion Kettering,
1149946613676281856,CornwallXr,XRCornwall,,Rebel for Life.,
1157219863443718144,XRCoventry,Extinction Rebellion Coventry,"Coventry, UK",Extinction Rebellion group in Coventry UK working to tell the truth about climate catastrophe via non-violent direct action https://t.co/EVpCN5eDlM,https://t.co/EVpCN5eDlM
1129681341187072002,XrEvesham,Extinction Rebellion Evesham,"West Midlands, England","Extinction Rebellion Evesham — Next meeting: Friday, 31st May 7PM @ Unitarian Chapel",
1160987421544198144,XRBedfordshire,XR in Bedfordshire,,"Extinction Rebellion Bedfordshire UK. Established group in Bedford, new group in East Beds! Join us! #Rebelforlife #climateemergency",https://t.co/4VPUdXSRZH
1117741600585723905,XRSL4,XR-South Lakes,"South Lakeland, Cumbria, UK",Extinction Rebellion South Lakes:  Non-violent direct activists drawing attention to the CLIMATE EMERGENCY.  The government must TELL THE TRUTH and ACT NOW!,https://t.co/tDtXlPieLg
1179715410389811200,XRKlimacamp,Extinction Rebellion Klimacamp,Berlin,#ExtinctionRebellion Klimacamp zum Thema Bürger*innenversammlung vom 5. bis 13. Oktober auf der Wiese neben dem Kanzler*innenamt in #Berlin,https://t.co/PtG2HC7kGO
1180825924117389314,XRFamilien_DE,XR Familien | DE,Allemagne,Eltern-Netzwerk im Aufstand gegen die Klimakrise und den ökologischen Kollaps - Interesse mitzumachen? #ActNow: https://t.co/NbBfVkQWLG,https://t.co/tus4XaAER1
1139447233278033921,XRAsturies,Extinction Rebellion Asturies,"Asturies, Espagne",Cuenta oficial de #ExtinctionRebellion en #Asturies. Ante la emergencia climática y el colapso ecológico nos sumamos a la rebelión internacional no violenta,
1177588688404062209,xr_east,XREastMidlands,,Saving the planet one tweet at a time! #ExtinctionRebellion in East Midlands UK - Who’s with us? #ClimateBreakdown #FBPE,https://t.co/OSraaOca7E
1166770119709798402,XR_Furness,Extinction Rebellion Furness ⏳,"Ulverston, Cumbria, UK",Non-violent direct activists drawing attention to the climate and ecological emergency. The government must #TellTheTruth and #ActNow.,https://t.co/8EkkE8sebt
1170436584778403847,xrhuddersfield,Extinction Rebellion Huddersfield,"Huddersfield, England",a group of people based in huddersfield fighting for their futures !,
1175600108542582785,XR_Atacama,Extinction Rebellion Atacama,,"Somos un movimiento global que, mediante la Desobediencia Civil y la no violencia, lucha contra el cambio climático, desde lo más árido del desierto. 
Únetenos.",https://t.co/3wMIaKCcJO
1171830208330158080,ArcticAlta,Extinction Rebellion Arctic - Alta,,"Local climate rebellion in the Arctic, based in Alta",
1149689740800790528,RebellionSoas,Extinction Rebellion SOAS,,,
1165066109487386624,XR_Newport,XR_Newport,"Newport, Wales","Extinction Rebellion Newport, Gwent, South Wales",
1143168070237769730,XRTemuco,XR Araucanía,"Temuco, Chile","Acción directa no-violenta y desobediencia civil, frente a la abrupta crisis climática y ecológica. ⌛️ #ExtinctionRebellion #XRChile",
1154485189432807424,XR_Tring,Extinction Rebellion Tring,,Non-violent civil disobedience to protest inaction on the climate and ecological emergency!,
1134403184376602624,XR_Thanet,XR Thanet,,"Extinction Rebellion Thanet ⧖⃝
This is an emergency ⚠️
Climate breakdown threatens life on Earth 🌏
Our politicians have failed us, so we rebel...",
1138353595907280896,XR_Rye,Extinction Rebellion Rye,"rye, east sussex","News and Updates from Extinction Rebellion Rye*. 

*Rye and surrounding areas (~10mi)",https://t.co/8qt2z0kZDq
1174737348292227074,XRBruford,XR Rose Bruford,"London, England",Rose Bruford's Extinction Rebellion,
1175722126885687297,XrStafford,XR Stafford,,Climate Justice now! Follow for information on the XR Stafford group 🌍,
1174638775638663168,XR_Gauteng,Extinction Rebellion Gauteng,Gauteng,"The South African Gauteng Extinction Rebellion arm, a Non-violent Rebellion against government for climate and ecological justice",https://t.co/hiY4gRm2fh
1168944235393028096,xrwinelands,ExtinctionRebellionZA_Winelands,"Stellenbosch, South Africa 🌍",It is time to Rebel against Climate breakdown and ecological collapse inaction. Follow us of FB: Extinction Rebellion Winelands AND on Insta: @xrwinelands,https://t.co/oOX9m8m7UW
1175724436990787584,xr_goa,Extinction Rebellion Goa,Goa,"#XRGoa #thetimeisnow
We are in midst of the 6th mass extinction with less than 5 years to act. Join us. Join the rebellion.",
1173170654641905664,XRBridgwater,Extinction Rebellion Bridgwater,Bridgwater Somerset UK,,https://t.co/lKPTl2zoNU
1169291616370266112,XRTrafford,Extinction Rebellion Trafford,"Trafford, Uk ",Trafford Extinction Rebellion ”Extinction or Rebellion “ - find us on Facebook too #ActNow 💚🌍🌻,
1179441061955063810,XRSouthDartmoor,XR South Dartmoor,Devon,Extinction Rebellion - South Dartmoor - Ashburton - Buckfastleigh - Bovey Tracey. #SDABXR Join us! #RebelForLife #ActNow,https://t.co/OSraaOca7E
1180072551680237568,x_rtk,XR Team K,,"Follow: @ExtinctionR_DE, @XR_Aufstand
Prinzipien & Werte: https://t.co/0SK2qOL1a0",https://t.co/Zr5vwMN6kn
1177912631618875392,XR_Aylesbury,Extinction Rebellion Aylesbury Vale,,Extinction Rebellion group for Aylesbury and surrounding areas. Time to tell the truth and act now!,
1159340832295546880,RmumbaiX,XRmumbai,"Mumbai, India",The Mumbai chapter of the International Movement that takes direct action to get the government to act on the climate and ecological crises! Join us.,https://t.co/TgbEijkqOa
1140529980000145409,XRMetz,Extinction Rebellion Metz 🦋,"Metz, France",Extinction rebellion débarque à Metz (🇫🇷). 20/06/2019. xr-metz@riseup.net,
1140387872794656769,XRCamden,Extinction Rebellion Camden,"London, England",Civil disobedience to protest inaction by government on the climate and ecological emergency!,https://t.co/CI7NvD6AHx
1172180300824231937,XRFarmers,Extinction Rebellion Farmers,United Kingdom,"Crop and livestock farmers who are pressing government to restore biodiversity and achieve net zero GHG. We support regenerative, nature friendly farming. DM us",
1132628253456441344,XR_Reading,Extinction Rebellion Reading,"Reading, England","Reading Rebels twitter hub 🌍 #ExtinctionRebellion - Instagram @xr_reading Facebook page ⬇️ with updates on local meetings
https://t.co/mNCPRv9B8H",
1142795482214932480,xrcorcaigh,Extinction Rebellion Cork,"Cork, Irlande",Extinction Rebellion Cork. Climate action now.,https://t.co/5gWMF2EJqC
1175997603181465602,XR3_5,XR3.5,Planet Earth,"Engage with, follow and retweet XR accounts to promote their growth. We'll be making lists to follow soon enough. We'll be tweeting tips to promote growth.",https://t.co/OSraaOca7E
1152178724835667969,RebelsAnimal,Animal Rebellion,Global,"We are a mass volunteer movement using non-violent civil disobedience to end the animal agriculture industry, operating in solidarity with @ExtinctionR.",https://t.co/3DQ7dlV6hH
1163102402381340675,BrigadeReading,XR Reading Red Rebel Brigade ❌,"Reading, Berkshire",Reading’s RED Rebel Brigade (part of the Extinction Rebellion family) making a silent and non-violent stand to highlight our Climate Emergency,https://t.co/LEfS3Mkr0m
1163031331749662721,XR_Wiesbaden,ExtinctionRebellion Wiesbaden,"Wiesbaden, Deutschland","#XR_Wiesbaden OG von https://t.co/d62bNjIDhJ #ExtinctionRebellion
Wir stehen für kreativen, friedlichen Protest und zivilen Ungehorsam.
Wiesbadener Aktionen 👇",https://t.co/ZgQHPwOJzl
1150198953717059584,sac_rebel,XR Sacramento,"Sacramento, CA",Extinction Rebellion US - Sacramento Chapter Get Involved at: https://t.co/C1GlxoY5QQ,
1123264044675338241,XRlawyers,LawyersforXR,"Angleterre, Royaume-Uni","Lawyers who support Extinction Rebellion https://t.co/bbJuEm3FPX Mailing list https://t.co/QYls8GCeA6 Activating the legal sector, not providing legal advice",
1157287858731925504,XRChapelboro,XR Chapelboro,"Chapel Hill and Carrboro, NC",Extinction Rebellion Chapel Hill and Carrboro Chapter. Seeking a Carbon Neutral NC and Citizen Assemblies to accomplish it.,
1166763939574800385,XrMainz,Extinction Rebellion Mainz,Mainz,"(⧖) REBEL FOR LIFE (⧖)
Trau Dich und setze Dich mit uns aktiv für die Zukunft und das Wohlergehen aller Lebewesen auf unserem wunderschönen Planeten ein!",https://t.co/3gE3yCq8H8
1122270978019659776,DoctorsXr,Doctors for XR,,The Climate Crisis is a Health Crisis. We are a group of doctors in support of Extinction Rebellion's key demands. https://t.co/bpjAe29LDQ,https://t.co/GZPurCo6Ej
1174702835994415109,RainbowRebels,Rainbow Rebellion,United Kingdom,A queer movement within Extinction Rebellion drawn from UK LGBT+ communities. FB: https://t.co/N1JMuN7lEn #NoPrideInEcocide #Queers4Climate,
1169606780021891074,XRNPT,Extinction Rebellion Neath Port Talbot,,,
1166783036924542976,XRLutonYouth,XR Luton Youth,"Luton, England",The Extinction Rebellion Youth branch of Luton. Message us for info about how you can get involved! #Luton #ClimateEmergency #ExtinctionRebellion #ActNow 🌍⏳ ⧖⃝,https://t.co/qXBfDG1U8D
1168461047717646337,xrbsl,Extinction Rebellion BSL,,"XR (Extinction Rebellion) UK’s subgroup connecting Deaf Rebels with BSL interpreters.

xr.bsl@protonmail.com

#makeactivismaccessible",
1163835558222880768,ExtinctionReb20,Extinction Rebellion Wrexham,Wrecsam ,We meet at St Mary's Catholic Club in carpark of St Mary's cathedral Wrexham 7-8.30/9pm Tuesdays. Everybody welcome. Everybody needed. #EverybodyNow 🌍🌏🌎,
1148630631603216384,medi_xr,MediXR,"Hamburg, Deutschland",We #RebelForLife because #WeCare - #MedicsForXR Germany,
1143095354088448000,0FcJ6uO6D0mIUYw,ВосстаниепротивВымирания_Катя,"Shoreham-by-Sea, England","extinction Rebellion in Russian from England ненасильственные акции, #изменениеклимата",https://t.co/FywIf8QwkS
1163194181134749697,Northcustoms1,Northcustoms,"Durham, England","newly aware of the climate crisis 
#vegan #extinctionrebellion #antifascist #kush",
1107679646089396225,xr_marburg,Extinction Rebellion Marburg,,,
1149848070416416769,XRIthaca,Extinction Rebellion Ithaca,Ithaca NY USA,XR local group in Ithaca NY formed in August 2019. Demands are #TellTheTruth #ActNow #CitizensAssembly #ClimateJustice,https://t.co/aMR49i49Vw
1136769935995072512,XR_YYC,Extinction Rebellion Calgary,Calgary,XR Calgary is a group of concerned and hopeful Calgarians who aim to use civil disobedience and non-violent action to protest climate breakdown.,https://t.co/XJVNoOqL4h
1132622929546678272,xrplymouth,#XRPlymouth,"Plymouth, England",Extintion Rebellion Plymouth,
1138401500324081665,XRGauteng,Extinction Rebellion Gauteng,,Gauteng: Non-violent direct action and civil disobedience for action on #ClimateBreakdown and #EcologicalCollapse. This is an emergency - #RebelForLife.,
1157743173776662528,XR_Ludwigsburg,XR Ludwigsburg 🇪🇺,"Ludwigsbourg, Allemagne","Extinction Rebellion Ludwigsburg City & district,  🇩🇪 📢💚 Meldet euch bei uns und macht mit",https://t.co/AaIuDLMzrP
1150072464875110401,sziabellaciao,Magyiana,Sauerland,,
1161372501697597440,XRElmbridge,XR Elmbridge,,,
1157632416623861761,XR_Ourense,Extinction Rebellion Ourense,Ourense,Sumámonos á rebelión internacional non violenta pola emerxencia climática e ecolóxica dende 2018 (II Conv. Permacultura de Galiza) /// xrourense@protonmail.com,
1151236928064368642,XrMarlow,Extinction Rebellion Marlow,"Marlow, Bucks, UK","""If you don't respect existence, expect resistance"" - Anon  ⧖⃝

""Collapse is inevitable, catastrophe probable, and extinction possible"" - Jem Bendell",
1158726542991810561,XRHounslow,Extinction Rebellion Hounslow,"Hounslow, London","Non-violent civil disobedience to protest inaction on the climate and ecological emergency! 

Autumn Rebellion - 7 October 2019: https://t.co/oE7VG",
1148039880280178688,XrTacoma,XRTacoma,"Tacoma, WA","Tacoma, WA: major target for oil company expansion to markets in Asia.               We: the resistance, using nonviolent direct action and civil disobedience.",
1100121545924624395,xrhungary,Extinction Rebellion Magyarország,,#ExtinctionRebellion,
1147099556854861824,A2Extinction,Extinction Rebellion A2,"Ann Arbor, MI",The Ann Arbor chapter of XR was formed in response to the building threat of Climate Change & our political leaders unwillingness to understand and act upon it.,
1158386893362532352,XRHaringey,Extinction Rebellion Haringey,"Haringey, London","XR Haringey -
Weekly meeting: Mondays 19 - 21h (18.30h start for inductions)
at New River Studios
Next meeting: Mon 6th Jan 2020 💚✊",https://t.co/vKiPcjI6le
1171052784738820096,XR_Chester,Extinction Rebellion Chester,"Chester, UK",This is the  page for the Chester chapter of Extinction Rebellion. We promote non-violent direct action to tackle  the climate & biodiversity crisis.,https://t.co/bit0D3kqyc
1146538640073461761,XREastbourne,XREastbourne,"Eastbourne, England",We are Extinction Rebellion Eastbourne: we use nonviolent direct action & civil disobedience to challenge the status quo on the climate & ecological crisis.,
1149741314310901760,xr_new,Extinction Rebellion New Jersey,"New Jersey, USA",New Jersey Chapter of Extinction Rebellion,
1146461945882664961,XRWorthing,XR Worthing,"Worthing, England",Action on #ClimateBreakdown and #EcologicalCollapse. #ThisIsNotADrill #extinctionrebellion #worthingsgoingunder,
1161899775505174529,WorcesterXr,XR Worcester 🌍,"Worcester, England",Civil disobedience and non violent direct action to raise awareness about biodiversity loss and climate breakdown #ExtinctionRebellion #RebelForLife ✌️,https://t.co/OSraaOca7E
1138089260693807104,xrluton,Extinction Rebellion Luton,,Non-violent direct action and civil disobedience for action on #ClimateBreakdown and #EcologicalCollapse. This is an emergency - #RebelForLife #xrluton,
1069978337391595521,SwindonXR,Extinction Rebellion Swindon,"Swindon, England",,
1168220257082925058,XRPtoEscondido,Extinction Rebellion Puerto Escondido,,Somos una Asociación No Violenta ante la Inacción que Gobiernos y Corporaciones ejercen para no combatir el cambio climático. Es tiempo que nos digan la verdad!,https://t.co/wMppyAjDmL
1123110666498445312,xrRennes,Extinction Rebellion Rennes,"Rennes, France",Nous suivre sur Telegram : https://t.co/TreEPnmOvZ,https://t.co/SZXuW9QXxe
